240	58	374	122	658	157	693	151	569	314	164	197	530	694	462	245	517	613	370	385	493	92	490	515	552	623	177	647	670	694	427	51	392	545	482	498	472	407	316	599	
380	292	118	521	201	382	637	135	118	27	237	171	441	291	610	275	643	373	113	93	698	480	499	481	52	410	117	515	277	547	96	377	595	572	661	280	66	522	428	162	
181	287	521	561	331	33	391	592	26	65	280	614	640	413	606	64	182	304	463	377	404	290	25	629	525	524	277	573	283	117	558	698	128	66	640	458	664	513	103	643	
180	414	152	33	626	624	348	307	113	275	51	314	423	125	631	554	39	200	454	232	423	89	671	29	528	305	361	551	580	359	646	548	92	188	686	482	484	511	27	696	
601	222	142	549	509	170	454	588	586	232	219	223	332	628	154	250	456	523	229	436	357	418	82	638	22	592	514	670	620	608	202	654	642	464	111	260	506	532	420	484	
612	598	234	542	180	455	209	463	154	360	47	179	21	115	470	654	291	445	426	265	245	445	653	678	371	143	679	524	397	527	200	667	278	455	391	579	226	197	221	386	
431	394	543	134	126	560	300	360	697	367	340	131	293	48	669	494	439	550	676	406	117	657	263	141	184	532	203	168	595	320	28	243	231	292	651	66	586	608	353	573	
167	56	315	498	415	413	246	82	229	661	141	167	493	172	259	391	666	572	560	408	234	195	142	442	484	301	271	434	685	636	607	72	20	374	453	301	270	561	556	328	
329	316	511	345	553	645	224	519	145	451	244	551	479	27	663	137	570	643	168	696	32	46	239	539	95	172	521	39	599	641	157	505	318	426	256	589	284	235	584	279	
312	687	508	655	622	87	62	323	70	544	234	43	544	498	208	403	695	482	56	225	420	112	541	454	244	283	231	352	190	509	617	623	576	348	27	296	520	227	533	111	
653	514	91	47	503	651	113	306	519	307	386	67	431	491	497	423	672	487	32	50	309	274	213	420	663	252	243	594	235	121	289	673	162	559	101	60	436	441	496	154	
